Ticker,Name,Country,Fundamental Score,ROE %,Sales Growth %,Profit Growth %,Profit Margin %,Debt/Equity,Trailing PE,Forward PE,Trailing EPS,Forward EPS,Improving Score,Revenue Trend,Earnings Trend,Margin Trend,ROE Trend,EPS Trend,Analyst Trend,Was Loss Now Profit,Latest Net Income,Latest Revenue,Latest EPS (Quarterly),Previous EPS (Quarterly)
POLYCAB.NS,Polycab India,India,89,25.549,39.0,32.5,9.184000000000001,1.738,44.105564,32.960823,189.84,254.02885,2,flat,up,flat,flat,flat,up,False,7843370000.0,82097320000.0,51.94,52.0
HAL.NS,Hindustan Aeronautics,India,88,,14.399999999999999,14.899999999999999,27.590999999999998,0.16,34.784855,28.031622,139.21,172.74776,2,up,up,down,flat,up,up,False,15896800000.0,55151700000.0,23.77,62.74
BEL.NS,Bharat Electronics,India,86,,24.9,8.3,21.403,0.273,47.250595,35.25845,8.42,11.28382,0,flat,flat,down,flat,flat,up,False,10543400000.0,55469800000.0,1.44,3.04
BDL.NS,Bharat Dynamics,India,96,,130.8,548.0,18.826999999999998,0.007,82.521065,38.38668,14.24,30.61218,0,flat,up,flat,flat,up,down,False,1187911000.0,5657395000.0,3.24,3.09
MAZDOCK.NS,Mazagon Dock Shipbuilders,India,86,,12.1,21.5,20.120001000000002,4.481,33.669933,28.841743,66.35,77.45718,0,flat,flat,up,flat,flat,down,False,5494100000.0,29427000000.0,13.62,16.84
COCHINSHIP.NS,Cochin Shipyard,India,57,,2.4,-19.3,13.479,28.466,53.56148,30.986576,25.86,44.7,1,up,flat,flat,flat,flat,flat,False,1514536000.0,10942143000.0,5.76,10.51
GRSE.NS,Garden Reach Shipbuilders,India,91,,38.5,43.9,10.665,1.424,33.94624,26.726456,69.94,88.83333,0,flat,flat,down,flat,flat,up,False,1728376000.0,18146159000.0,15.09,26.47
DATAPATTNS.NS,Data Patterns,India,76,,16.8,-13.4,28.459,0.304,94.46279,55.817066,47.84,80.96269,0,flat,up,flat,flat,up,down,False,220600000.0,1160300000.0,3.94,24.71
ASTRAMICRO.NS,Astra Microwave,India,49,,-11.5,-24.6,16.587,21.883,83.015076,50.82012,19.9,32.50681,2,up,up,up,flat,up,down,False,123483000.0,1766622000.0,1.29,11.14
PARAS.NS,Paras Defence,India,95,,37.3,42.5,18.473,3.731,119.34019,83.89758,11.67,16.6,1,up,flat,flat,flat,flat,flat,False,212200000.0,1279100000.0,2.63,4.27
ZENTEC.NS,Zen Technologies,India,54,,-10.5,-27.900000000000002,26.845000000000002,0.95,84.028885,32.212677,20.08,52.38,0,flat,flat,flat,flat,flat,flat,False,344610000.0,1416384000.0,3.83,3.51
PREMEXPLN.NS,Premier Explosives,India,46,,-27.800000000000004,-80.0,9.6149996,11.133,108.39775,44.876667,6.21,15.0,-1,up,flat,down,flat,flat,down,False,30664000.0,1025635000.0,0.57,1.22
BHARATFORG.NS,Bharat Forge,India,73,,18.7,,4.0260002,76.475,133.50543,40.785748,14.72,48.1835,0,up,down,down,flat,down,up,False,-897270000.0,46399410000.0,-1.88,4.86
TARIL.NS,Transformers & Rectifiers,India,64,,8.1,-8.5,10.132,29.595,31.3416,21.662344,8.87,12.83333,0,flat,flat,flat,flat,flat,flat,False,615200000.0,5723400000.0,2.05,2.974356
VOLTAMP.NS,Voltamp Transformers,India,87,,28.4,14.7,13.922,0.03,34.4887,27.157578,313.32,397.9,0,flat,flat,down,flat,flat,up,False,912228000.0,5437849000.0,90.17,47.35
SKIPPER.NS,Skipper,India,69,,4.5,25.4,4.006,63.557,28.039759,18.207518,19.87,30.6,1,up,flat,flat,flat,flat,flat,False,568140000.0,13098320000.0,5.03,6.96
KSB.NS,KSB,India,60,15.192,3.5999999999999996,-18.6,9.007,0.371,57.420044,40.19403,14.07,20.1,-2,flat,flat,down,flat,flat,down,False,572000000.0,6907000000.0,3.29,2.28
KIRLOSENG.NS,Kirloskar Oil Engines,India,52,,13.4,-19.900000000000002,6.868,154.864,57.398983,37.5986,37.37,57.05,1,flat,flat,flat,flat,flat,up,False,1137100000.0,19995300000.0,7.81,10.86
ELECON.NS,Elecon Engineering,India,58,,6.1,-59.8,9.852,11.824,39.33998,18.915525,10.53,21.9,0,flat,flat,flat,flat,flat,flat,False,703500000.0,5205600000.0,3.14,0.27
THERMAX.NS,Thermax,India,55,,7.1,-83.39999999999999,5.473999999999999,42.166,67.782005,39.85226,52.57,89.41274,1,up,flat,down,flat,flat,up,False,252400000.0,23002600000.0,2.24,21.68
CGPOWER.NS,CG Power,India,79,,14.000000000000002,13.100000000000001,9.75,1.446,114.760704,65.428375,7.94,13.92668,1,up,flat,down,flat,flat,up,False,3130100000.0,32808100000.0,1.99,2.32
BHEL.NS,BHEL,India,84,,40.300000000000004,,6.758,31.312,62.18169,31.08344,6.99,13.98333,1,flat,flat,flat,flat,flat,up,True,3767100000.0,76977200000.0,1.08,3.71
DIXON.NS,Dixon Technologies,India,84,,21.099999999999998,154.6,3.639,18.457,43.623745,47.60331,306.92,281.26196,1,flat,flat,flat,flat,flat,up,False,6634200000.0,155476600000.0,117.87,48.81
KAYNES.NS,Kaynes Technology,India,75,,40.5,-0.4,8.866999,19.168,70.1364,40.043148,51.32,89.88803,-2,flat,flat,down,flat,down,down,False,564260000.0,9460170000.0,8.36,13.23
SYRMA.NS,Syrma SGS Technology,India,89,,68.30000000000001,86.0,6.737,13.045,88.67769,55.429962,19.36,30.97242,2,up,flat,flat,flat,flat,up,False,1000740000.0,15886180000.0,5.19,5.28
AVALON.NS,Avalon Technologies,India,89,,49.8,145.3,7.571999999999999,29.503,124.14963,68.060005,20.05,36.57361,2,up,up,up,flat,up,down,False,348690000.0,4844140000.0,5.2,6.14
CYIENTDLM.NS,Cyient DLM,India,89,,34.300000000000004,118.10000000000001,6.0510002,17.021,88.97101,52.25487,10.35,17.62228,1,up,flat,flat,flat,flat,flat,False,162850000.0,3738000000.0,2.05,2.83
PGEL.NS,PG Electroplast,India,79,,35.3,13.700000000000001,3.537,19.567,75.37815,32.5,7.14,16.56,2,up,up,down,flat,up,up,False,762183000.0,20339574000.0,2.65,2.27
AMBER.NS,Amber Enterprises,India,54,,12.7,-79.3,0.76099997,46.566,270.97876,37.58889,26.36,190.02956,-2,down,down,down,flat,down,up,True,222704000.0,38877245000.0,6.33,37.89
ELIN.NS,Elin Electronics,India,75,,22.8,,-0.606,2.969,,,-1.68,,-1,up,down,down,flat,down,flat,False,-214140000.0,3548020000.0,-4.39,-0.16
NTPC.NS,NTPC,India,68,,7.8,11.799999999999999,14.530999999999999,128.345,10.0229435,11.628679,32.69,28.17603,-1,flat,down,down,flat,down,up,False,67210500000.0,507409600000.0,6.93,10.81
NHPC.NS,NHPC,India,76,,18.5,2.8000000000000003,31.094998,113.111,27.809523,11.862499,2.73,6.4,-1,up,flat,down,flat,flat,down,False,10958700000.0,38083100000.0,1.09,1.45
SJVN.NS,SJVN,India,63,,52.0,-1.7000000000000002,12.770999999999999,226.528,36.039772,13.201712,1.76,4.80468,1,up,flat,flat,flat,flat,flat,True,2249300000.0,13943800000.0,0.66,-0.3
JSWENERGY.NS,JSW Energy,India,41,,1.2,-39.5,10.373000000000001,229.16,40.64415,30.642275,12.73,16.88517,0,up,flat,flat,flat,flat,down,False,4709700000.0,52071300000.0,,2.07
ADANIPOWER.NS,Adani Power,India,91,,34.0,44.4,24.148001,82.332,27.935135,26.270174,7.4,7.869,2,flat,up,flat,flat,up,up,False,48056900000.0,189018900000.0,2.49,2.08
ADANIGREEN.NS,Adani Green Energy,India,65,,16.6,18.5,13.095,346.548,125.907776,43.935585,10.41,29.83231,3,flat,up,up,flat,up,up,True,8450000000.0,43230000000.0,5.05,2.33
WAAREEENER.NS,Waaree Energies,India,85,,79.2,14.2,12.703000000000001,21.402,18.897953,15.121286,132.39,165.45549,-1,up,flat,down,flat,flat,down,False,8502200000.0,79317900000.0,29.5,36.84
PREMIERENE.NS,Premier Energies,India,90,,35.3,53.0,19.667,86.005,24.161074,18.207182,37.25,49.43104,3,up,up,flat,flat,up,up,False,4630670000.0,24625940000.0,10.45,10.14
ATGL.NS,Adani Total Gas,India,68,,27.200000000000003,-14.000000000000002,10.083999500000001,58.65,110.91304,,5.75,,1,up,flat,flat,flat,flat,flat,False,1417200000.0,17535300000.0,1.29,1.53
FINCABLES.NS,Finolex Cables,India,93,,44.3,53.2,11.532,0.314,26.736057,19.255848,52.36,72.7,4,up,up,up,flat,up,up,False,2490400000.0,20131500000.0,16.28,14.67
RRKABEL.NS,R R Kabel,India,88,,53.900000000000006,128.5,5.609999999999999,13.092,44.82579,30.643482,53.67,78.50935,2,up,up,up,flat,up,down,False,2052000000.0,31682000000.0,18.14,14.85
POWERINDIA.NS,Hitachi Energy India,India,93,,68.60000000000001,123.50000000000001,12.555,1.663,123.56289,63.610264,258.33,501.80582,0,flat,flat,down,flat,flat,up,False,2941500000.0,24414200000.0,65.99,74.14
BLUESTARCO.NS,Blue Star,India,61,,13.3,-15.1,3.979,23.588,62.8888,40.444664,24.82,38.59347,-2,down,down,down,flat,down,up,False,1025000000.0,33779200000.0,4.99,11.05
VOLTAS.NS,Voltas,India,83,,18.7,52.0,2.999,15.51,84.50185,35.443398,13.55,32.30503,2,flat,up,flat,flat,up,up,False,2137600000.0,46233000000.0,6.46,3.51
RVNL.NS,RVNL,India,72,,10.6,16.900000000000002,4.32,49.078,48.830627,38.265457,4.31,5.5,2,flat,flat,up,flat,flat,up,False,1593600000.0,43212300000.0,0.76,0.9
IRCON.NS,IRCON International,India,53,,9.5,-43.4,5.667,85.833,16.570776,14.138962,6.57,7.7,-1,up,down,down,flat,down,flat,False,927400000.0,19558300000.0,1.99,2.04
RAILTEL.NS,RailTel Corporation,India,83,16.253999999999998,27.6,25.2,8.096,2.817,24.226135,17.602694,10.79,14.85,-1,flat,down,flat,flat,down,flat,False,657800000.0,8932700000.0,2.05,4.42
TITAGARH.NS,Titagarh Rail Systems,India,83,,12.6,67.0,6.072,25.363,57.551437,24.843817,14.58,33.775,4,up,up,up,flat,up,up,True,525800000.0,7650700000.0,3.84,3.97
JWL.NS,Jupiter Wagons,India,67,,46.0,-14.299999999999999,5.329,33.365,58.386185,24.22175,3.91,9.425,0,flat,flat,flat,flat,flat,flat,False,282546000.0,6707354000.0,0.66,0.67
TEXRAIL.NS,Texmaco Rail,India,64,,-16.900000000000002,68.5,5.095000000000001,37.094,21.635338,17.179104,5.32,6.7,1,flat,flat,up,flat,flat,flat,False,500377000.0,7566800000.0,1.23,1.42
BEML.NS,BEML,India,83,,29.299999999999997,,3.934,10.529,99.35362,29.31859,21.35,72.35,0,flat,flat,flat,flat,flat,flat,False,-270100000.0,8196200000.0,-3.24,71.59
IRCTC.NS,IRCTC,India,80,,18.099999999999998,0.0,25.677,1.874,27.097702,21.049107,17.4,22.4,1,flat,up,flat,flat,up,flat,False,3301588000.0,13695293000.0,4.13,4.08
LT.NS,Larsen & Toubro,India,66,,8.1,14.000000000000002,5.588,97.64,32.36383,21.669886,120.44,179.87634,-3,flat,down,down,flat,down,down,False,41228500000.0,679417400000.0,29.96,38.7
KNRCON.NS,KNR Constructions,India,52,,-4.0,-34.599999999999994,14.757000000000001,49.162,8.735378,14.484268,14.02,8.45538,-3,flat,down,down,flat,down,down,False,808083000.0,5879447000.0,2.87,3.78
PNCINFRA.NS,PNC Infratech,India,63,,18.7,-23.0,12.998999999999999,75.883,4.8647985,6.9173255,28.55,20.07857,1,up,flat,flat,flat,flat,flat,False,3319480000.0,16884596000.0,12.94,4.2
AHLUCONT.NS,Ahluwalia Contracts,India,60,,12.0,-79.7,4.802,3.552,17.2442,12.094924,33.62,47.93333,-1,flat,flat,flat,flat,flat,down,False,103883000.0,11258137000.0,1.55,12.24
ADANIPORTS.NS,Adani Ports,India,80,,18.6,2.4,32.431,64.051,30.596073,22.916546,58.55,78.17059,1,up,up,flat,flat,up,down,False,36204000000.0,108208000000.0,15.71,14.45
CONCOR.NS,Container Corporation,India,64,,0.3,0.6,13.670999,7.39,30.0,21.024431,16.35,23.33,0,down,flat,flat,flat,flat,up,False,2667400000.0,21597600000.0,3.53,3.46
SCI.NS,Shipping Corporation of India,India,97,,40.300000000000004,75.0,25.642002,29.454,8.104489,85.31818,34.74,3.3,2,up,flat,up,flat,up,flat,False,6193400000.0,18465600000.0,13.3,8.69
GESHIP.NS,Great Eastern Shipping,India,100,,66.9,159.4,60.307,6.409,5.619822,7.6886916,261.93,191.45,3,up,up,up,flat,up,flat,False,13088400000.0,20053600000.0,91.49,72.98
GPPL.NS,Gujarat Pipavav Port,India,99,,32.5,41.699999999999996,45.058998,1.544,14.156573,14.140268,11.56,11.57333,2,up,up,down,flat,up,up,False,1479000000.0,3317670000.0,3.06,2.95
DREDGECORP.NS,Dredging Corporation of India,India,63,3.1889997,46.7,,2.9749999,88.829,56.460926,,17.66,,0,flat,flat,flat,flat,flat,flat,True,112354000.0,3554341000.0,4.01,34.62
TRENT.NS,Trent,India,81,,17.8,20.7,8.637,36.034,83.35497,55.44614,33.89,50.94854,0,flat,flat,flat,flat,flat,flat,False,5190100000.0,57547100000.0,9.73,7.506667
TITAN.NS,Titan Company,India,76,,29.299999999999997,62.8,6.2319998000000005,195.001,74.95369,54.60075,64.78,88.92735,1,up,up,flat,flat,up,down,False,17770000000.0,207870000000.0,20.02,13.27
VBL.NS,Varun Beverages,India,82,16.853,20.4,15.7,14.035,15.869,42.93,36.881504,10.0,11.63998,3,up,up,up,flat,up,flat,False,15207970000.0,84512320000.0,4.5,2.58
ITC.NS,ITC,India,55,,-11.1,-16.0,25.937998,3.293,16.85606,15.878633,15.84,16.81505,1,flat,flat,flat,flat,flat,up,False,43941300000.0,190008900000.0,3.51,4.3
BRITANNIA.NS,Britannia Industries,India,76,,8.200000000000001,13.600000000000001,13.376,26.875,46.41071,38.49798,107.96,130.14969,0,up,down,flat,flat,down,flat,False,5913500000.0,49643700000.0,24.55,28.16
NESTLEIND.NS,Nestle India,India,93,,25.2,48.1,15.623000000000001,8.621,69.79757,55.55459,19.76,24.82603,2,up,flat,flat,flat,flat,up,False,9586800000.0,63632700000.0,4.97,5.17
HINDUNILVR.NS,Hindustan Unilever,India,77,,5.0,8.4,22.644000000000002,3.016,43.45624,36.78451,45.02,53.18543,2,up,flat,flat,flat,flat,up,False,26730000000.0,171840000000.0,11.38,12.72
GODFRYPHLP.NS,Godfrey Phillips India,India,52,,-18.9,-44.3,22.389999,3.757,22.602192,17.65834,87.58,112.1,-1,down,flat,flat,flat,flat,flat,False,1983900000.0,11918500000.0,12.72,33.43
JUBLFOOD.NS,Jubilant FoodWorks,India,58,,13.700000000000001,6.0,4.415,205.318,87.69911,56.207115,5.65,8.81561,4,up,up,up,flat,up,up,False,972400000.0,25696540000.0,1.47,1.21
WESTLIFE.NS,Westlife Foodworld,India,39,,11.4,-50.0,1.1849999,291.521,274.4335,108.04782,2.03,5.15605,-1,up,down,down,flat,down,flat,False,5868000.0,7278617000.0,0.04,0.15
DEVYANI.NS,Devyani International,India,66,,16.5,300.0,-0.47400002,203.327,,137.21689,-0.22,1.03668,4,up,up,up,flat,up,up,True,146470000.0,15805160000.0,0.12,-0.08
INDHOTEL.NS,Indian Hotels,India,87,,15.1,20.7,20.868999,18.987,49.569252,40.003468,15.09,18.69838,-4,down,down,down,flat,down,down,False,3579000000.0,23391900000.0,2.51,4.21
EIHOTEL.NS,EIH,India,93,,14.499999999999998,246.3,23.142,4.666,27.289103,22.503622,11.38,13.8,1,up,flat,flat,flat,flat,flat,False,1171400000.0,6569600000.0,1.87,3.8
CHALET.NS,Chalet Hotels,India,48,,-42.699999999999996,-57.699999999999996,22.12,64.041,35.703934,27.35747,24.15,31.5179,-2,down,flat,down,flat,flat,flat,False,861250000.0,5122730000.0,3.93,7.44
PAGEIND.NS,Page Industries,India,68,,7.9,-4.0,14.126,18.422,53.394188,41.59385,677.04,869.1189,-1,flat,down,down,flat,down,up,False,1928062000.0,14204453000.0,172.86,160.24
BATAINDIA.NS,Bata India,India,65,,3.9,23.0,4.1149996,86.9,55.915497,29.816936,11.36,21.30333,3,up,up,flat,flat,up,up,False,639840000.0,9789470000.0,4.98,0.17
ASIANPAINT.NS,Asian Paints,India,88,,17.9,39.900000000000006,12.812999999999999,17.847,49.346867,40.528618,49.76,60.58682,4,up,up,up,flat,up,up,False,15392500000.0,105214400000.0,16.05,12.22
